instance_id,repo,base_commit,patch_path,tests_command,tests_exit_code,resolved,runtime_seconds,error_type,logs_path,patch_generated,eval_run_name,created_at
django__django-11099,django/django,d26b2424437dabeeca94d7900b37d2df4410da0c,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11099/patch.diff,python3 -m pytest -q 'test_ascii_validator (auth_tests.test_validators.UsernameValidatorsTests)' 'test_unicode_validator (auth_tests.test_validators.UsernameValidatorsTests)' 'test_help_text (auth_tests.test_validators.UserAttributeSimilarityValidatorTest)',4,0,22.571,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11099,1,part2_repro_20260222_055402,2026-02-22T06:09:21.435110
django__django-11049,django/django,17455e924e243e7a55e8a38f45966d8cbb27c273,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11049/patch.diff,python3 -m pytest -q 'test_invalid_string (model_fields.test_durationfield.TestValidation)',4,0,17.623,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11049,1,part2_repro_20260222_055402,2026-02-22T06:09:21.435436
django__django-11039,django/django,d5276398046ce4a102776a1e67dcac2884d80dfe,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11039/patch.diff,python3 -m pytest -q 'test_sqlmigrate_for_non_transactional_databases (migrations.test_commands.MigrateTests)',4,0,18.281,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11039,1,part2_repro_20260222_055402,2026-02-22T06:09:21.435750
django__django-11019,django/django,93e892bb645b16ebaf287beb5fe7f3ffe8d10408,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11019/patch.diff,python3 -m pytest -q 'test_combine_media (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_construction (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_form_media (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_media_deduplication (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_media_inheritance (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_media_inheritance_extends (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_media_property_parent_references (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_merge (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_merge_css_three_way (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_merge_js_three_way (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_merge_js_three_way2 (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_merge_warning (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_multi_widget (forms_tests.tests.test_media.FormsMediaTestCase)' 'test_media (admin_widgets.test_autocomplete_widget.AutocompleteMixinTests)' 'test_render_options (admin_widgets.test_autocomplete_widget.AutocompleteMixinTests)' 'test_inline_media_only_inline (admin_inlines.tests.TestInlineMedia)',4,0,21.372,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11019,1,part2_repro_20260222_055402,2026-02-22T06:09:21.436066
django__django-11001,django/django,ef082ebb84f00e38af4e8880d04e8365c2766d34,,python3 -m pytest -q 'test_order_by_multiline_sql (expressions.tests.BasicExpressionsTests)' 'test_order_of_operations (expressions.tests.BasicExpressionsTests)',,0,0.0,no_patch,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-11001,0,part2_repro_20260222_055402,2026-02-22T06:09:21.436409
django__django-10924,django/django,bceadd2788dc2dad53eba0caae172bd8522fd483,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-10924/patch.diff,python3 -m pytest -q 'test_callable_path (model_fields.test_filepathfield.FilePathFieldTests)',4,0,22.551,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-10924,1,part2_repro_20260222_055402,2026-02-22T06:09:21.436869
django__django-10914,django/django,e7fd69d051eaa67cb17f172a39b57253e9cb831a,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-10914/patch.diff,python3 -m pytest -q 'test_override_file_upload_permissions (test_utils.tests.OverrideSettingsTests)',4,0,21.733,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/django__django-10914,1,part2_repro_20260222_055402,2026-02-22T06:09:21.437234
astropy__astropy-7746,astropy/astropy,d5bd3f68bb6d5ce3a61bdce9883ee750d1afade5,,python3 -m pytest -q astropy/wcs/tests/test_wcs.py::test_zero_size_input,,0,0.0,no_patch,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-7746,0,part2_repro_20260222_055402,2026-02-22T06:09:21.437575
astropy__astropy-6938,astropy/astropy,c76af9ed6bb89bfba45b9f5bc1e635188278e2fa,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-6938/patch.diff,python3 -m pytest -q astropy/io/fits/tests/test_checksum.py::TestChecksumFunctions::test_ascii_table_data astropy/io/fits/tests/test_table.py::TestTableFunctions::test_ascii_table,1,0,15.216,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-6938,1,part2_repro_20260222_055402,2026-02-22T06:09:21.437934
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14995/patch.diff,python3 -m pytest -q astropy/nddata/mixins/tests/test_ndarithmetic.py::test_nddata_bitmask_arithmetic,4,0,17.331,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14995,1,part2_repro_20260222_055402,2026-02-22T06:09:21.438288
astropy__astropy-14365,astropy/astropy,7269fa3e33e8d02485a647da91a5a2a60a06af61,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14365/patch.diff,python3 -m pytest -q 'astropy/io/ascii/tests/test_qdp.py::test_roundtrip[True]',4,0,18.322,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14365,1,part2_repro_20260222_055402,2026-02-22T06:09:21.438620
astropy__astropy-14182,astropy/astropy,a5917978be39d13cd90b517e1de4e7a539ffaa48,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14182/patch.diff,python3 -m pytest -q astropy/io/ascii/tests/test_rst.py::test_rst_with_header_rows,4,0,33.39,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-14182,1,part2_repro_20260222_055402,2026-02-22T06:09:21.438948
astropy__astropy-12907,astropy/astropy,d16bfe05a744909de4b27f5875fe0d4ed41ce607,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-12907/patch.diff,python3 -m pytest -q 'astropy/modeling/tests/test_separable.py::test_separable[compound_model6-result6]' 'astropy/modeling/tests/test_separable.py::test_separable[compound_model9-result9]',4,0,16.23,none,/Users/mayank/Desktop/neu-self-improve-ai/Week_03/swebench_proposed/runs/part2_repro_20260222_055402/astropy__astropy-12907,1,part2_repro_20260222_055402,2026-02-22T06:09:21.439280
